insertion_sort, a, 10, 1.3e-05
insertion_sort, a, 50, 8.9e-05
insertion_sort, a, 100, 0.000308
insertion_sort, a, 500, 0.00751
insertion_sort, a, 1000, 0.031713
insertion_sort, a, 5000, 0.764327
insertion_sort, a, 10000, 3.06209
insertion_sort, a, 50000, 78.909496
insertion_sort, a, 100000, 320.014063
insertion_sort, a, 500000, 8085.469256
insertion_sort, v, 10, 2.1e-05
insertion_sort, v, 50, 9e-05
insertion_sort, v, 100, 0.000296
insertion_sort, v, 500, 0.006987
insertion_sort, v, 1000, 0.029236
insertion_sort, v, 5000, 0.755429
insertion_sort, v, 10000, 3.08609
insertion_sort, v, 50000, 76.454698
insertion_sort, v, 100000, 306.276296
insertion_sort, v, 500000, 7665.107304
insertion_sort, g, 10, 1.1e-05
insertion_sort, g, 50, 9e-06
insertion_sort, g, 100, 1.5e-05
insertion_sort, g, 500, 7.7e-05
insertion_sort, g, 1000, 0.000157
insertion_sort, g, 5000, 0.000745
insertion_sort, g, 10000, 0.001572
insertion_sort, g, 50000, 0.008223
insertion_sort, g, 100000, 0.016842
insertion_sort, g, 500000, 0.080177
insertion_sort, l, 10, 2e-05
insertion_sort, l, 50, 0.000161
insertion_sort, l, 100, 0.000599
insertion_sort, l, 500, 0.013979
insertion_sort, l, 1000, 0.057657
insertion_sort, l, 5000, 1.584519
insertion_sort, l, 10000, 6.105294
insertion_sort, l, 50000, 151.716574
insertion_sort, l, 100000, 635.8074
insertion_sort, l, 500000, 15918.788094
insertion_sort, c, 10, 1.3e-05
insertion_sort, c, 50, 8e-06
insertion_sort, c, 100, 1.5e-05
insertion_sort, c, 500, 7.4e-05
insertion_sort, c, 1000, 0.000155
insertion_sort, c, 5000, 0.000806
insertion_sort, c, 10000, 0.00162
insertion_sort, c, 50000, 0.00793
insertion_sort, c, 100000, 0.016288
insertion_sort, c, 500000, 0.077932
insertion_sort, r, 10, 1.6e-05
insertion_sort, r, 50, 0.000107
insertion_sort, r, 100, 0.000336
insertion_sort, r, 500, 0.007473
insertion_sort, r, 1000, 0.029349
insertion_sort, r, 5000, 0.777136
insertion_sort, r, 10000, 3.232075
insertion_sort, r, 50000, 77.096135
insertion_sort, r, 100000, 309.895648
insertion_sort, r, 500000, 7743.243353
